"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"236","Keaton Middleton","COL","D","3","27.733333333333","22","39","36.07","19","34","35.85","12","25","32.43","0","1","0.00","0.93","1.63","36.32","12","10","54.55","4","6","40.00","0","0","-","8","4","66.67","0","1","0.00","9","23","28.13","0","0","-","0.00","96.00","0.960","2","1","4","33","33.33","6","2","8","42.86"
"16","Keith Yandle","FLA","D","56","691.13333333333","696","538","56.40","538","428","55.69","412","330","55.53","29","31","48.33","28.94","24.42","54.23","327","263","55.42","129","99","56.58","17","18","48.57","198","164","54.70","6","11","35.29","317","234","57.53","6","2","75.00","7.04","90.61","0.976","193","163","37","586","83.91","338","237","126","72.84"
"96","Kevan Miller","BOS","D","28","447.76666666667","407","359","53.13","314","279","52.95","229","207","52.52","11","15","42.31","15.68","14.06","52.72","172","170","50.29","63","58","52.07","6","5","54.55","109","112","49.32","4","5","44.44","208","165","55.76","1","5","16.67","4.80","92.75","0.976","64","105","60","388","51.61","141","149","128","52.42"
"286","Kevin Bahl","N.J","D","7","109.48333333333","70","100","41.18","50","79","38.76","33","55","37.50","4","5","44.44","2.4","4.65","34.03","38","48","44.19","10","21","32.26","3","4","42.86","28","27","50.91","0","1","0.00","31","50","38.27","1","0","100.00","12.12","90.91","1.030","16","24","19","78","45.71","29","32","30","49.15"
"74","Kevin Connauton","FLA","D","7","95.616666666667","85","88","49.13","64","69","48.12","52","57","47.71","7","3","70.00","3.97","3.7","51.71","41","36","53.25","20","18","52.63","4","1","80.00","21","18","53.85","2","1","66.67","36","42","46.15","1","1","50.00","13.46","94.74","1.082","5","23","17","83","22.73","13","29","28","31.71"
"169","Kevin Czuczman","PIT","D","2","18.55","7","17","29.17","5","11","31.25","2","10","16.67","0","2","0.00","0.13","0.47","20.98","1","7","12.50","0","2","0.00","0","1","0.00","1","5","16.67","0","1","0.00","6","9","40.00","0","0","-","0.00","80.00","0.800","1","1","4","18","20.00","2","1","5","28.57"
"26","Kevin Shattenkirk","ANA","D","55","960.88333333333","907","838","51.98","666","629","51.43","451","444","50.39","32","37","46.38","34.39","36.11","48.78","411","412","49.94","168","164","50.60","18","26","40.91","243","248","49.49","10","9","52.63","409","372","52.37","4","2","66.67","7.10","91.67","0.988","140","191","143","699","49.47","326","260","280","53.80"
"14","Kris Letang","PIT","D","55","1032.9833333333","903","910","49.81","697","711","49.50","518","520","49.90","51","37","57.95","36.68","39.68","48.04","441","430","50.63","158","191","45.27","28","23","54.90","283","239","54.21","13","9","59.09","403","421","48.91","9","5","64.29","9.85","92.88","1.027","173","271","112","653","60.70","398","396","313","55.98"
"15","Kris Russell","EDM","D","35","557.08333333333","406","511","44.27","291","351","45.33","207","254","44.90","17","17","50.00","14.37","18.74","43.40","165","248","39.95","67","88","43.23","10","7","58.82","98","160","37.98","5","7","41.67","202","225","47.31","2","3","40.00","8.21","93.31","1.015","63","118","99","420","38.89","135","180","189","41.67"
"142","Kurtis MacDermid","L.A","D","28","329.48333333333","277","364","43.21","211","274","43.51","149","203","42.33","12","25","32.43","10.69","18.98","36.03","131","208","38.64","43","93","31.62","6","14","30.00","88","115","43.35","4","8","33.33","124","135","47.88","2","3","40.00","8.05","87.68","0.957","38","77","35","296","52.05","85","112","85","50.00"
"146","Kyle Burroughs","COL","D","5","47.083333333333","53","31","63.10","41","24","63.08","30","17","63.83","2","1","66.67","2.3","1.31","63.77","25","8","75.76","11","5","68.75","2","0","100.00","14","3","82.35","0","1","0.00","22","17","56.41","0","0","-","6.67","94.12","1.008","9","7","5","47","64.29","16","13","13","55.17"
"203","Kyle Capobianco","ARI","D","2","24.333333333333","29","15","65.91","19","12","61.29","13","9","59.09","0","2","0.00","0.97","0.76","56.17","9","9","50.00","4","5","44.44","0","2","0.00","5","4","55.56","0","0","-","18","5","78.26","0","0","-","0.00","77.78","0.778","6","7","1","25","85.71","16","7","3","84.21"
"227","Libor Hajek","NYR","D","44","631.61666666667","404","666","37.76","326","520","38.53","244","364","40.13","23","21","52.27","17.7","26.51","40.04","195","306","38.92","84","127","39.81","12","11","52.17","111","179","38.28","8","5","61.54","178","320","35.74","3","5","37.50","9.43","94.23","1.037","94","112","70","559","57.32","183","177","164","52.74"
"235","Logan Stanley","WPG","D","37","472.35","421","400","51.28","330","303","52.13","236","234","50.21","27","14","65.85","15.97","16.98","48.47","194","185","51.19","67","83","44.67","16","7","69.57","127","102","55.46","9","4","69.23","194","190","50.52","2","3","40.00","11.44","94.02","1.055","57","77","55","433","50.89","128","125","119","51.82"
"178","Louie Belpedio","MIN","D","1","11.816666666667","7","16","30.43","7","14","33.33","5","8","38.46","0","1","0.00","0.13","0.95","11.97","1","8","11.11","0","4","0.00","0","1","0.00","1","4","20.00","0","0","-","6","7","46.15","0","0","-","0.00","87.50","0.875","1","1","2","10","33.33","2","3","3","40.00"
"44","Luca Sbisa","NSH","D","1","11.2","8","18","30.77","4","9","30.77","3","5","37.50","0","0","-","0.28","0.52","34.89","4","10","28.57","2","3","40.00","0","0","-","2","7","22.22","0","0","-","3","8","27.27","0","0","-","0.00","100.00","1.000","2","2","3","9","40.00","2","3","6","25.00"
"247","Lucas Carlsson","CHI","D","12","143.23333333333","114","133","46.15","79","108","42.25","60","78","43.48","5","4","55.56","5.17","5.69","47.61","59","57","50.86","24","25","48.98","2","3","40.00","35","32","52.24","2","1","66.67","43","66","39.45","1","0","100.00","8.33","94.87","1.032","11","20","20","139","35.48","30","29","43","41.10"
"41","Luke Schenn","T.B","D","38","392.58333333333","350","297","54.10","271","234","53.66","193","171","53.02","15","14","51.72","15.09","11.21","57.38","187","144","56.50","71","51","58.20","12","9","57.14","116","93","55.50","2","5","28.57","148","134","52.48","1","0","100.00","7.77","91.81","0.996","55","88","40","371","57.89","124","121","89","58.22"
"148","MacKenzie Weegar","FLA","D","54","956.26666666667","896","715","55.62","701","547","56.17","535","401","57.16","48","29","62.34","38.61","28.89","57.20","409","332","55.20","158","135","53.92","18","18","50.00","251","197","56.03","16","7","69.57","436","333","56.70","14","3","82.35","8.97","92.77","1.017","142","221","193","639","42.39","310","306","348","47.11"
"159","Madison Bowey","CHI","D","2","21.233333333333","18","19","48.65","14","14","50.00","10","12","45.45","1","0","100.00","0.59","0.55","51.76","7","6","53.85","1","0","100.00","0","0","-","6","6","50.00","1","0","100.00","11","12","47.83","0","0","-","10.00","100.00","1.100","2","2","0","21","100.00","3","4","6","33.33"
"12","Marc Staal","DET","D","56","889.2","651","817","44.35","502","633","44.23","373","467","44.40","30","41","42.25","26.05","33.44","43.79","297","372","44.39","114","140","44.88","17","21","44.74","183","232","44.10","8","10","44.44","298","392","43.19","5","10","33.33","8.04","91.22","0.993","79","183","143","725","35.59","210","280","324","39.33"
"13","Marc-Edouard Vlasic","S.J","D","51","743.46666666667","622","729","46.04","476","535","47.08","337","369","47.73","24","34","41.38","28.04","27.61","50.39","315","314","50.08","141","121","53.82","12","15","44.44","174","193","47.41","9","13","40.91","264","366","41.90","3","6","33.33","7.12","90.79","0.979","67","138","123","623","35.26","157","222","256","38.01"
"52","Marco Scandella","STL","D","49","833.26666666667","637","802","44.27","455","588","43.62","350","431","44.81","34","28","54.84","24.85","32.21","43.56","296","375","44.11","105","142","42.51","18","13","58.06","191","233","45.05","11","8","57.89","273","359","43.20","5","7","41.67","9.71","93.50","1.032","114","190","134","724","45.97","236","268","288","45.04"
"176","Marcus Pettersson","PIT","D","47","713.25","572","542","51.35","450","410","52.33","342","323","51.43","29","21","58.00","24.97","23.48","51.54","286","250","53.36","113","123","47.88","18","15","54.55","173","127","57.67","9","4","69.23","260","256","50.39","2","2","50.00","8.48","93.50","1.020","86","108","96","599","47.25","206","163","227","47.58"
"254","Mario Ferraro","S.J","D","56","990.23333333333","844","963","46.71","629","715","46.80","466","519","47.31","42","47","47.19","39.28","38.37","50.58","449","452","49.83","200","174","53.48","26","26","50.00","249","278","47.25","10","13","43.48","339","444","43.30","6","8","42.86","9.01","90.94","1.000","101","229","151","714","40.08","219","359","331","39.82"
"83","Mark Alt","L.A","D","2","24.483333333333","15","23","39.47","12","18","40.00","11","13","45.83","0","0","-","0.5","1.75","22.40","3","14","17.65","1","9","10.00","0","0","-","2","5","28.57","0","0","-","10","9","52.63","0","0","-","0.00","100.00","1.000","3","4","5","19","37.50","6","5","6","50.00"
"56","Mark Borowiecki","NSH","D","22","249.15","211","229","47.95","157","153","50.65","111","116","48.90","8","10","44.44","6.03","7.95","43.16","77","98","44.00","23","33","41.07","2","5","28.57","54","65","45.38","5","1","83.33","117","112","51.09","1","4","20.00","7.21","91.38","0.986","12","48","57","257","17.39","40","85","101","28.37"
"180","Mark Friedman","PHI, PIT","D","9","97.45","79","95","45.40","62","72","46.27","48","51","48.48","6","6","50.00","3.49","3.68","48.70","37","45","45.12","20","23","46.51","4","2","66.67","17","22","43.59","2","4","33.33","35","41","46.05","0","0","-","12.50","88.24","1.007","14","30","14","91","50.00","33","37","25","56.90"
"7","Mark Giordano","CGY","D","56","916.8","835","737","53.12","626","538","53.78","430","417","50.77","43","34","55.84","33.58","30.22","52.63","403","362","52.68","160","151","51.45","23","20","53.49","243","211","53.52","14","11","56.00","370","327","53.08","6","2","75.00","10.00","91.85","1.018","146","206","163","759","47.25","298","299","295","50.25"
"90","Mark Pysyk","DAL","D","36","387.31666666667","360","286","55.73","278","214","56.50","215","155","58.11","13","9","59.09","17.95","10.54","63.01","192","123","60.95","85","51","62.50","10","3","76.92","107","72","59.78","3","3","50.00","148","134","52.48","0","3","0.00","6.05","94.19","1.002","51","94","35","385","59.30","86","129","76","53.09"
"217","Markus Nutivaara","FLA","D","30","432.03333333333","414","343","54.69","329","271","54.83","238","201","54.21","18","18","50.00","17.64","14.58","54.76","191","151","55.85","72","55","56.69","12","13","48.00","119","96","55.35","4","4","50.00","204","167","54.99","2","1","66.67","7.56","91.04","0.986","69","112","48","358","58.97","112","140","101","52.58"
"58","Matt Bartkowski","MIN","D","1","11.366666666667","7","15","31.82","7","13","35.00","5","7","41.67","0","1","0.00","0.13","0.89","12.71","1","7","12.50","0","4","0.00","0","1","0.00","1","3","25.00","0","0","-","6","7","46.15","0","0","-","0.00","85.71","0.857","1","1","2","10","33.33","2","3","3","40.00"
"120","Matt Dumba","MIN","D","51","889.05","753","797","48.58","574","592","49.23","403","426","48.61","38","39","49.35","34.76","30.89","52.95","348","347","50.07","159","123","56.38","23","18","56.10","189","224","45.76","9","16","36.00","343","379","47.51","6","5","54.55","9.43","90.85","1.003","90","179","101","547","47.12","240","311","267","47.34"
"127","Matt Grzelcyk","BOS","D","37","582.13333333333","636","418","60.34","508","311","62.03","381","216","63.82","31","14","68.89","24.82","15.88","60.98","286","192","59.83","106","70","60.23","15","9","62.50","180","122","59.60","8","5","61.54","310","198","61.02","8","0","100.00","8.14","93.52","1.017","101","114","100","491","50.25","223","170","193","53.61"
"80","Matt Irwin","BUF","D","24","337.81666666667","269","368","42.23","214","289","42.54","155","210","42.47","10","20","33.33","11.47","15.64","42.30","118","186","38.82","61","76","44.53","6","10","37.50","57","110","34.13","1","8","11.11","138","168","45.10","3","2","60.00","6.45","90.48","0.969","32","58","44","263","42.11","90","95","108","45.45"
"316","Matt Kiersted","FLA","D","7","95.25","75","100","42.86","58","75","43.61","43","59","42.16","1","4","20.00","2.49","4.22","37.07","29","41","41.43","10","25","28.57","1","2","33.33","19","16","54.29","0","0","-","38","50","43.18","0","2","0.00","2.33","93.22","0.955","10","23","13","75","43.48","24","27","26","48.00"
"218","Matt Roy","L.A","D","44","704.86666666667","586","681","46.25","438","521","45.67","310","367","45.79","22","26","45.83","22.45","30.09","42.73","260","351","42.55","107","148","41.96","14","13","51.85","153","203","42.98","7","7","50.00","269","283","48.73","1","6","14.29","7.10","92.92","1.000","88","115","82","555","51.76","194","189","203","48.87"
"116","Matt Tennyson","N.J","D","21","276.46666666667","198","281","41.34","156","221","41.38","114","152","42.86","15","15","50.00","8.77","11.85","42.53","99","126","44.00","34","54","38.64","10","9","52.63","65","72","47.45","3","4","42.86","91","139","39.57","2","2","50.00","13.16","90.13","1.033","26","61","34","260","43.33","60","84","77","43.80"
"138","Matthew Benning","NSH","D","53","736.53333333333","623","655","48.75","475","477","49.89","346","374","48.06","24","25","48.98","24.87","26.13","48.77","283","295","48.96","109","117","48.23","13","14","48.15","174","178","49.43","9","5","64.29","298","308","49.17","2","6","25.00","6.94","93.32","1.003","40","129","129","705","23.67","135","225","253","34.79"
"71","Mattias Ekholm","NSH","D","48","836.38333333333","793","761","51.03","636","598","51.54","453","457","49.78","45","24","65.22","31.9","32.7","49.38","359","362","49.79","140","144","49.30","25","13","65.79","219","218","50.11","9","7","56.25","383","359","51.62","11","4","73.33","9.93","94.75","1.047","98","162","123","621","44.34","261","263","258","50.29"
"281","Mattias Samuelsson","BUF","D","12","189.55","141","198","41.59","115","160","41.82","91","121","42.92","3","13","18.75","5.63","7.4","43.18","61","90","40.40","24","35","40.68","2","5","28.57","37","55","40.22","0","4","0.00","71","99","41.76","1","4","20.00","3.30","89.26","0.926","11","32","26","150","29.73","52","56","73","41.60"
"46","Michael Del Zotto","CBJ","D","53","841.46666666667","737","808","47.70","558","617","47.49","426","462","47.97","39","35","52.70","29.44","33.8","46.55","325","363","47.24","125","150","45.45","20","23","46.51","200","213","48.43","13","11","54.17","354","393","47.39","6","1","85.71","9.15","92.42","1.016","114","181","116","638","49.57","253","242","242","51.11"
"53","Michael Stone","CGY","D","21","289","301","245","55.13","229","195","54.01","157","142","52.51","14","14","50.00","11.77","9.18","56.19","139","111","55.60","44","35","55.70","4","6","40.00","95","76","55.56","6","6","50.00","139","114","54.94","4","2","66.67","8.92","90.14","0.991","37","38","31","311","54.41","85","72","78","52.15"
"123","Mike Matheson","PIT","D","44","750.75","646","647","49.96","493","494","49.95","379","372","50.47","39","33","54.17","26.29","26.79","49.53","297","283","51.21","125","119","51.23","25","20","55.56","172","164","51.19","10","6","62.50","299","319","48.38","3","7","30.00","10.29","91.13","1.014","81","132","96","592","45.76","176","217","215","45.01"
"102","Mike Reilly","BOS, OTT","D","55","872.73333333333","892","737","54.76","716","568","55.76","518","424","54.99","44","42","51.16","34.94","29.65","54.10","415","347","54.46","156","130","54.55","27","20","57.45","259","217","54.41","13","17","43.33","412","340","54.79","4","5","44.44","8.49","90.09","0.986","82","164","123","782","40.00","229","243","276","45.35"
"256","Mikey Anderson","L.A","D","54","998.83333333333","804","840","48.91","607","644","48.52","447","454","49.61","30","34","46.88","33.26","36.67","47.56","364","447","44.88","165","173","48.82","26","20","56.52","199","274","42.07","3","12","20.00","381","336","53.14","1","1","50.00","6.71","92.51","0.992","84","231","109","667","43.52","260","338","283","47.88"
"241","Mikhail Sergachev","T.B","D","56","947.38333333333","831","800","50.95","633","614","50.76","462","471","49.52","42","31","57.53","37.94","32.5","53.86","448","414","51.97","183","164","52.74","31","15","67.39","265","250","51.46","6","11","35.29","345","347","49.86","5","5","50.00","9.09","93.42","1.025","145","187","113","707","56.20","309","287","264","53.93"
"314","Mikko Lehtonen","CBJ, TOR","D","26","368.96666666667","285","358","44.32","224","286","43.92","169","202","45.55","14","16","46.67","11.6","15.31","43.12","135","188","41.80","53","63","45.69","10","3","76.92","82","125","39.61","2","6","25.00","134","149","47.35","2","7","22.22","8.28","92.08","1.004","58","66","46","292","55.77","87","87","97","47.28"
"259","Miro Heiskanen","DAL","D","55","1055.35","968","875","52.52","730","661","52.48","540","463","53.84","30","35","46.15","38.18","33.49","53.27","483","374","56.36","189","149","55.92","20","21","48.78","294","225","56.65","9","8","52.94","424","408","50.96","1","6","14.29","5.56","92.44","0.980","160","212","171","720","48.34","329","330","327","50.15"
"118","Morgan Rielly","TOR","D","55","1050.1166666667","920","920","50.00","722","685","51.31","502","482","51.02","50","38","56.82","44.84","38.5","53.80","551","476","53.65","219","184","54.34","31","25","55.36","332","292","53.21","15","7","68.18","331","394","45.66","4","6","40.00","9.96","92.12","1.021","168","203","127","721","56.95","335","324","266","55.74"
"79","Nate Prosser","PHI","D","6","71.4","41","66","38.32","30","48","38.46","21","37","36.21","2","9","18.18","1.43","2.86","33.30","15","35","30.00","8","13","38.10","2","5","28.57","7","22","24.14","0","2","0.00","23","28","45.10","0","2","0.00","9.52","75.68","0.852","15","17","7","71","68.18","23","25","12","65.71"
"144","Nate Schmidt","VAN","D","54","906.81666666667","784","945","45.34","602","691","46.56","432","487","47.01","34","41","45.33","33.9","40.5","45.56","372","485","43.41","157","163","49.06","13","23","36.11","215","322","40.04","17","15","53.13","339","396","46.12","4","3","57.14","7.87","91.58","0.995","71","228","152","604","31.84","182","321","350","34.21"
"111","Nathan Beaulieu","WPG","D","25","360.53333333333","308","368","45.56","237","293","44.72","169","210","44.59","13","20","39.39","12.06","17.19","41.23","141","181","43.79","45","80","36.00","8","12","40.00","96","101","48.73","4","7","36.36","150","166","47.47","1","1","50.00","7.69","90.48","0.982","33","62","22","337","60.00","83","103","80","50.92"
"267","Neal Pionk","WPG","D","54","976.63333333333","845","833","50.36","624","614","50.40","458","430","51.58","40","33","54.79","34.87","36.8","48.65","427","449","48.74","159","172","48.04","29","19","60.42","268","277","49.17","10","11","47.62","364","327","52.68","1","2","33.33","8.73","92.33","1.011","114","201","143","761","44.36","300","311","258","53.76"
"36","Nick Holden","VGK","D","17","255.01666666667","257","216","54.33","185","156","54.25","132","116","53.23","11","8","57.89","11.26","9.54","54.15","134","111","54.69","51","37","57.95","8","5","61.54","83","74","52.87","1","3","25.00","101","92","52.33","2","0","100.00","8.33","93.10","1.014","27","58","27","214","50.00","70","93","59","54.26"
"76","Nick Jensen","WSH","D","53","749.95","631","625","50.24","476","483","49.64","348","336","50.88","31","28","52.54","25.6","22.18","53.58","294","266","52.50","115","95","54.76","17","15","53.13","179","171","51.14","11","9","55.00","288","303","48.73","3","4","42.86","8.91","91.67","1.006","48","135","93","651","34.04","122","219","210","36.75"
"65","Nick Leddy","NYI","D","56","1001.1166666667","789","933","45.82","602","692","46.52","450","479","48.44","38","38","50.00","33.96","36.94","47.90","405","452","47.26","166","152","52.20","20","23","46.51","239","300","44.34","11","9","55.00","333","425","43.93","7","6","53.85","8.44","92.07","1.005","110","181","128","776","46.22","265","262","293","47.49"
"282","Nicolas Beaudin","CHI","D","19","226.91666666667","152","251","37.72","107","183","36.90","79","138","36.41","10","10","50.00","6.24","10.58","37.10","70","120","36.84","28","51","35.44","7","7","50.00","42","69","37.84","3","2","60.00","70","112","38.46","0","1","0.00","12.66","92.75","1.054","32","28","16","205","66.67","59","48","46","56.19"
"252","Nicolas Hague","VGK","D","52","757.2","737","613","54.59","544","441","55.23","381","315","54.74","34","23","59.65","33.21","25.48","56.59","377","302","55.52","147","115","56.11","16","13","55.17","230","187","55.16","13","8","61.90","319","256","55.48","5","2","71.43","8.92","92.70","1.016","117","153","64","619","64.64","250","230","165","60.24"
"200","Nicolas Meloche","S.J","D","7","63.733333333333","59","65","47.58","47","45","51.09","34","36","48.57","3","2","60.00","2.91","2.47","54.06","31","31","50.00","17","14","54.84","3","1","75.00","14","17","45.16","0","1","0.00","23","25","47.92","0","0","-","8.82","94.44","1.033","14","15","4","62","77.78","23","20","13","63.89"
"97","Nikita Nesterov","CGY","D","38","532.28333333333","495","461","51.78","375","369","50.40","262","280","48.34","19","28","40.43","20","17.91","52.76","224","217","50.79","83","83","50.00","9","16","36.00","141","134","51.27","8","7","53.33","235","217","51.99","2","5","28.57","7.25","90.00","0.973","75","64","53","526","58.59","154","108","116","57.04"
"166","Nikita Zadorov","CHI","D","55","933.45","696","859","44.76","506","620","44.94","382","472","44.73","31","30","50.82","28.27","34.7","44.90","324","427","43.14","133","160","45.39","21","22","48.84","191","267","41.70","9","4","69.23","322","374","46.26","1","4","20.00","8.12","93.64","1.018","67","199","130","696","34.01","193","298","304","38.83"
"245","Nikita Zaitsev","OTT","D","55","1039.4666666667","938","1077","46.55","716","788","47.61","504","558","47.46","33","52","38.82","36.92","40.58","47.64","428","491","46.57","162","177","47.79","18","23","43.90","266","314","45.86","8","21","27.59","446","510","46.65","7","7","50.00","6.55","90.68","0.972","125","228","182","722","40.72","299","341","412","42.05"
"17","Niklas Hjalmarsson","ARI","D","41","556.36666666667","443","460","49.06","345","334","50.81","240","219","52.29","10","19","34.48","19.82","17.58","52.99","219","207","51.41","90","84","51.72","6","9","40.00","129","123","51.19","4","7","36.36","193","221","46.62","0","3","0.00","4.17","91.32","0.955","43","117","76","529","36.13","102","161","160","38.93"
"214","Niko Mikkola","STL","D","30","370.9","251","331","43.13","182","236","43.54","126","154","45.00","10","20","33.33","9.98","13.24","42.98","123","153","44.57","49","63","43.75","6","12","33.33","74","90","45.12","1","6","14.29","109","153","41.60","3","2","60.00","7.94","87.01","0.949","38","73","50","361","43.18","75","104","98","43.35"
"309","Nikolai Knyzhov","S.J","D","56","862.93333333333","779","786","49.78","592","600","49.66","430","436","49.65","32","41","43.84","33.42","35.78","48.30","395","393","50.13","152","174","46.63","15","23","39.47","243","219","52.60","12","10","54.55","335","343","49.41","5","8","38.46","7.44","90.60","0.980","120","190","118","684","50.42","259","283","266","49.33"
"287","Noah Dobson","NYI","D","46","648.01666666667","567","581","49.39","424","428","49.77","304","322","48.56","24","21","53.33","23.09","23.34","49.73","273","296","47.98","111","104","51.63","13","11","54.17","162","192","45.76","7","8","46.67","260","246","51.38","4","2","66.67","7.89","93.48","1.014","98","115","48","589","67.12","206","174","140","59.54"
"186","Noah Hanifin","CGY","D","47","840.8","769","681","53.03","587","525","52.79","422","368","53.42","30","29","50.85","31.52","25.58","55.20","371","304","54.96","145","109","57.09","14","17","45.16","226","195","53.68","11","11","50.00","350","322","52.08","4","1","80.00","7.11","92.12","0.992","96","186","114","703","45.71","240","273","248","49.18"
"197","Noah Juulsen","FLA","D","4","46.033333333333","36","47","43.37","30","39","43.48","21","30","41.18","0","3","0.00","1.47","1.54","48.72","13","21","38.24","5","10","33.33","0","2","0.00","8","11","42.11","0","1","0.00","20","20","50.00","0","0","-","0.00","90.00","0.900","13","13","5","37","72.22","21","19","17","55.26"
"61","Oliver Ekman-Larsson","ARI","D","46","736.8","620","674","47.91","462","540","46.11","321","396","44.77","24","38","38.71","22.55","31.11","42.02","262","337","43.74","100","156","39.06","9","24","27.27","162","181","47.23","13","10","56.52","316","305","50.89","2","4","33.33","7.48","90.40","0.979","91","164","99","592","47.89","201","247","239","45.68"
"193","Oliver Kylington","CGY","D","8","101.41666666667","94","79","54.34","71","71","50.00","48","45","51.61","3","4","42.86","3.44","3.13","52.38","50","33","60.24","17","13","56.67","1","2","33.33","33","20","62.26","2","2","50.00","38","44","46.34","0","0","-","6.25","91.11","0.974","21","23","6","94","77.78","40","31","13","75.47"
"307","Olle Alsing","OTT","D","4","43.15","34","44","43.59","23","37","38.33","11","29","27.50","1","2","33.33","0.99","1.76","36.04","17","20","45.95","7","8","46.67","0","0","-","10","12","45.45","1","1","50.00","15","18","45.45","0","1","0.00","9.09","93.10","1.022","7","9","4","45","63.64","14","10","9","60.87"
"230","Olli Juolevi","VAN","D","23","280.83333333333","237","285","45.40","174","213","44.96","131","154","45.96","11","12","47.83","9.55","12.21","43.88","101","135","42.80","38","51","42.70","5","7","41.67","63","84","42.86","2","4","33.33","105","130","44.68","4","1","80.00","8.40","92.21","1.006","33","68","39","242","45.83","68","102","87","43.87"
"122","Olli Maatta","L.A","D","41","594.7","473","533","47.02","377","402","48.40","265","294","47.41","22","34","39.29","19.82","24.56","44.67","213","265","44.56","90","111","44.78","16","18","47.06","123","154","44.40","5","12","29.41","222","227","49.44","1","3","25.00","8.30","88.44","0.967","58","107","76","452","43.28","153","170","171","47.22"
"297","Otto Leskinen","MTL","D","1","16.383333333333","12","12","50.00","7","8","46.67","6","4","60.00","0","0","-","0.66","0.56","54.02","8","6","57.14","5","3","62.50","0","0","-","3","3","50.00","0","0","-","4","6","40.00","0","0","-","0.00","100.00","1.000","2","2","0","12","100.00","5","3","1","83.33"
"27","P.K. Subban","N.J","D","44","770.5","723","652","52.58","542","524","50.84","384","399","49.04","27","40","40.30","29.83","29.8","50.03","318","316","50.16","126","136","48.09","18","23","43.90","192","180","51.61","5","8","38.46","362","307","54.11","4","9","30.77","7.03","89.97","0.970","74","181","142","506","34.26","213","268","295","41.93"
"84","Patrik Nemeth","COL, DET","D","52","791.11666666667","660","661","49.96","499","507","49.60","375","387","49.21","30","25","54.55","28.32","27.75","50.51","306","321","48.80","140","122","53.44","19","14","57.58","166","199","45.48","5","7","41.67","294","290","50.34","6","4","60.00","8.00","93.54","1.015","73","136","92","686","44.24","173","230","224","43.58"
"221","Philippe Myers","PHI","D","44","738.76666666667","724","612","54.19","542","476","53.24","397","346","53.43","32","45","41.56","27.74","26.18","51.44","325","295","52.42","116","133","46.59","17","22","43.59","209","162","56.33","14","15","48.28","345","272","55.92","1","8","11.11","8.06","86.99","0.951","125","164","106","591","54.11","227","224","213","51.59"
"262","Pierre-Olivier Joseph","PIT","D","16","245.95","225","215","51.14","179","156","53.43","133","113","54.07","9","9","50.00","8.62","10.17","45.87","105","108","49.30","38","54","41.30","6","6","50.00","67","54","55.37","1","2","33.33","96","87","52.46","2","1","66.67","6.77","92.04","0.988","31","50","28","216","52.54","77","67","71","52.03"
"279","Quinn Hughes","VAN","D","56","990.41666666667","880","917","48.97","648","692","48.36","472","519","47.63","38","54","41.30","35.25","41.19","46.11","416","493","45.76","148","209","41.46","20","36","35.71","268","284","48.55","13","14","48.15","403","365","52.47","5","4","55.56","8.05","89.60","0.976","178","154","87","714","67.17","379","258","235","61.73"
"269","Radim Simek","S.J","D","40","504.18333333333","450","468","49.02","354","342","50.86","231","240","49.04","17","26","39.53","20.52","18.46","52.64","240","210","53.33","98","88","52.69","9","15","37.50","142","122","53.79","5","7","41.67","176","224","44.00","3","4","42.86","7.36","89.17","0.965","63","98","60","453","51.22","134","140","143","48.38"
"78","Radko Gudas","FLA","D","54","808.23333333333","775","704","52.40","610","532","53.42","479","412","53.76","37","32","53.62","31.63","28.4","52.69","353","314","52.92","143","108","56.97","22","19","53.66","210","206","50.48","10","8","55.56","352","333","51.39","5","5","50.00","7.72","92.23","1.000","111","197","107","661","50.92","229","276","241","48.72"
"187","Rasmus Andersson","CGY","D","56","921.81666666667","845","843","50.06","619","653","48.66","438","468","48.34","40","42","48.78","31.93","35.95","47.04","384","409","48.42","153","173","46.93","20","24","45.45","231","236","49.46","14","13","51.85","398","390","50.51","6","4","60.00","9.13","91.03","1.002","119","195","140","843","45.95","278","289","273","50.45"
"285","Rasmus Dahlin","BUF","D","56","974.03333333333","827","865","48.88","644","703","47.81","479","513","48.29","29","49","37.18","36.11","38.4","48.46","394","415","48.70","167","168","49.85","12","24","33.33","227","247","47.89","8","15","34.78","382","406","48.48","9","10","47.37","6.05","90.45","0.965","132","173","101","659","56.65","315","271","254","55.36"
"163","Rasmus Ristolainen","BUF","D","49","843.5","625","812","43.49","483","664","42.11","332","500","39.90","25","47","34.72","26.78","34.48","43.71","299","376","44.30","138","151","47.75","16","24","40.00","161","225","41.71","5","16","23.81","289","396","42.19","4","7","36.36","7.53","90.60","0.981","69","179","114","576","37.70","209","286","307","40.50"
